omega_rad_s,heading_deg,method,body,dof,load,Cd
1.7,90,far_field_global,0,1,9.74084319952536e-14,1.93812599778182e-18
1.7,90,far_field_global,0,2,-4461.36493543149,-0.0887673396423554
1.7,90,far_field_global,0,3,0,0
1.7,90,far_field_global,0,4,0,0
1.7,90,far_field_global,0,5,0,0
1.7,90,far_field_global,0,6,4.52929765024639e-11,9.01189901923722e-17
1.8,0,near_field,1,1,5668.69143350695,0.112789396314461
1.8,0,near_field,1,2,-0.742896622437096,-1.47813410822566e-05
1.8,0,near_field,1,3,37837.9514810176,0.752858001776895
1.8,0,near_field,1,4,-0.00164069295609298,-3.26447064945696e-09
1.8,0,near_field,1,5,-34.3255235476442,-6.82971568399775e-05
1.8,0,near_field,1,6,-0.0217521782151217,-4.32800952069168e-08
1.8,0,far_field_global,0,1,-2271.49149697519,-0.0451956430655044
1.8,0,far_field_global,0,2,-2.24405804422925e-12,-4.46498023524703e-17
1.8,0,far_field_global,0,3,0,0
1.8,0,far_field_global,0,4,0,0
1.8,0,far_field_global,0,5,0,0
1.8,0,far_field_global,0,6,2.88521839140666e-10,5.74069067648676e-16
1.8,45,near_field,1,1,4064.91952240677,0.0808793042233889
1.8,45,near_field,1,2,4065.68725532385,0.0808945797297846
1.8,45,near_field,1,3,37805.6573431999,0.752215448490713
1.8,45,near_field,1,4,23.1352546689631,4.60319888337853e-05
1.8,45,near_field,1,5,-23.120596950528,-4.60028245154761e-05
1.8,45,near_field,1,6,-0.0145985343827782,-2.90465603821163e-08
1.8,45,far_field_global,0,1,-1607.97587890929,-0.0319937380253899
1.8,45,far_field_global,0,2,-1607.97587890928,-0.0319937380253899
1.8,45,far_field_global,0,3,0,0
1.8,45,far_field_global,0,4,0,0
1.8,45,far_field_global,0,5,0,0
1.8,45,far_field_global,0,6,1.15379117217969e-09,2.29568695543891e-15
1.8,90,near_field,1,1,-0.149542299480892,-2.97542843525202e-06
1.8,90,near_field,1,2,5670.4402140257,0.112824191628567
1.8,90,near_field,1,3,37838.5901575908,0.752870709461901
1.8,90,near_field,1,4,34.3523264068277,6.83504862254673e-05
1.8,90,near_field,1,5,-0.00267969530682964,-5.33176341505375e-09
1.8,90,near_field,1,6,-0.000294803172081914,-5.8656697406683e-10
1.8,90,far_field_global,0,1,-2.55918780871242e-12,-5.09199083043808e-17
1.8,90,far_field_global,0,2,-2271.49149697518,-0.0451956430655043
1.8,90,far_field_global,0,3,0,0
1.8,90,far_field_global,0,4,0,0
1.8,90,far_field_global,0,5,0,0
1.8,90,far_field_global,0,6,3.1528388930211e-11,6.27317255828488e-17
1.9,0,near_field,1,1,4365.02892138202,0.08685055143904
1.9,0,near_field,1,2,-0.703747834342186,-1.40024014932065e-05
1.9,0,near_field,1,3,33491.5527175353,0.666378132758551
1.9,0,near_field,1,4,-0.000828026517104788,-1.64751622296078e-09
1.9,0,near_field,1,5,-32.4953278885781,-6.46556345249111e-05
1.9,0,near_field,1,6,-0.0200091261384612,-3.98119616212865e-08
1.9,0,far_field_global,0,1,-3035.41820675396,-0.0603954177286907
1.9,0,far_field_global,0,2,1.37073854549063e-13,2.72734501188406e-18
1.9,0,far_field_global,0,3,0,0
1.9,0,far_field_global,0,4,0,0
1.9,0,far_field_global,0,5,0,0
1.9,0,far_field_global,0,6,2.62923605508322e-10,5.23136513778437e-16
1.9,45,near_field,1,1,3154.66052967979,0.0627679705084101
1.9,45,near_field,1,2,3155.36612765683,0.0627820097220107
1.9,45,near_field,1,3,33460.6052879502,0.665762374793713
1.9,45,near_field,1,4,21.280935914,4.23424690319026e-05
1.9,45,near_field,1,5,-21.2675535030974,-4.23158421804564e-05
1.9,45,near_field,1,6,-0.0135017225793,-2.68642447165704e-08
1.9,45,far_field_global,0,1,-2148.2047326238,-0.042742618432242
1.9,45,far_field_global,0,2,-2148.2047326238,-0.042742618432242
1.9,45,far_field_global,0,3,0,0
1.9,45,far_field_global,0,4,0,0
1.9,45,far_field_global,0,5,0,0
1.9,45,far_field_global,0,6,7.81841115908504e-10,1.55562158412616e-15
1.9,90,near_field,1,1,-0.260258353538892,-5.17833488129854e-06
1.9,90,near_field,1,2,4366.63902386866,0.0868825874899705
1.9,90,near_field,1,3,33492.1302483724,0.666389623832855
1.9,90,near_field,1,4,32.5175849893885,6.46999192596432e-05
1.9,90,near_field,1,5,0.000717798091956441,1.42819580880508e-09
1.9,90,near_field,1,6,-0.00232797514403082,-4.6319492639568e-09
1.9,90,far_field_global,0,1,1.92259908007707e-12,3.82537649368007e-17
1.9,90,far_field_global,0,2,-3035.41820675389,-0.0603954177286894
1.9,90,far_field_global,0,3,0,0
1.9,90,far_field_global,0,4,0,0
1.9,90,far_field_global,0,5,0,0
1.9,90,far_field_global,0,6,-2.61268445957533e-10,-5.19843259087696e-16
2,0,near_field,1,1,4709.46058362796,0.0937036743708474
2,0,near_field,1,2,-0.720597714243225,-1.43376618975347e-05
2,0,near_field,1,3,30438.2207577726,0.605626286846868
2,0,near_field,1,4,-0.000158925248407348,-3.162120047854e-10
2,0,near_field,1,5,-36.2397955335747,-7.21059649962756e-05
2,0,near_field,1,6,-0.0199110796368746,-3.96168794607136e-08
2,0,far_field_global,0,1,-1104.22734417798,-0.0219707029399385
2,0,far_field_global,0,2,2.84095795103647e-13,5.65262611328866e-18
2,0,far_field_global,0,3,0,0
2,0,far_field_global,0,4,0,0
2,0,far_field_global,0,5,0,0
2,0,far_field_global,0,6,-2.99135705701815e-12,-5.95187373628751e-18
2,45,near_field,1,1,3433.90314881799,0.0683240334565007
2,45,near_field,1,2,3434.56125865015,0.06833712780315
2,45,near_field,1,3,30409.2566557059,0.605049990954737
2,45,near_field,1,4,30.4180758180715,6.05225464961549e-05
2,45,near_field,1,5,-30.4056979580692,-6.0497918389762e-05
2,45,near_field,1,6,-0.0126119774688285,-2.5093927614979e-08
2,45,far_field_global,0,1,-778.249435338372,-0.0154847525259601
2,45,far_field_global,0,2,-778.249435338373,-0.0154847525259601
2,45,far_field_global,0,3,0,0
2,45,far_field_global,0,4,0,0
2,45,far_field_global,0,5,0,0
2,45,far_field_global,0,6,1.02817357008623e-09,2.04574684716552e-15
2,90,near_field,1,1,-0.487009553489609,-9.6899812208487e-06
2,90,near_field,1,2,4710.99877987771,0.0937342797104495
2,90,near_field,1,3,30438.6600560996,0.605635027522505
2,90,near_field,1,4,36.2608318425539,7.21478207334996e-05
2,90,near_field,1,5,0.00337782181436342,6.72081886567201e-09
2,90,near_field,1,6,-0.00507113389923736,-1.0089985278506e-08
2,90,far_field_global,0,1,-1.68269459859075e-12,-3.34804090472853e-17
2,90,far_field_global,0,2,-1104.22734417798,-0.0219707029399383
2,90,far_field_global,0,3,0,0
2,90,far_field_global,0,4,0,0
2,90,far_field_global,0,5,0,0
2,90,far_field_global,0,6,-2.59004679043041e-12,-5.15339064306991e-18
