stage,status,reason,plannedScope,numericResultsPresent
RESONANCE_TRACKING,NOT_RUN_BLOCKED,SENTINEL_RESPONSE_GATE_FAIL_16_OF_24_MANDATORY,L1_L2_L3_AT_1P30_TO_1P50_STEP_0P02_RAD_PER_S,NO
