stage,status,reason,plannedScope,numericResultsPresent
FORMAL_CONVERGENCE,NOT_RUN_BLOCKED,SENTINEL_RESPONSE_GATE_FAIL_16_OF_24_MANDATORY,L1_L2_L3_AT_0P5_TO_2P0_STEP_0P1_RAD_PER_S,NO
