execution_stage,case_id,mesh_level,mesh_level_index,eta_control,omega_rad_s,topology_mode,preassembly_status,v5_mesh_reproducibility,matrix_assembly_status,solve_status,cache_status,all_finite,algebraic_gate_status,body_panel_count,free_surface_panel_count,bottom_panel_count,farfield_panel_count,bem_unknown_count,matrix_rows,matrix_columns,raw_rcond,scaled_rcond,radiation_linear_relative_residual,diffraction_linear_relative_residual,radiation_algebraic_relative_residual,diffraction_algebraic_relative_residual,maximum_abs_outer_ntheta,maximum_outer_column_residual,A33_kg,B33_kg_s,F3_real_N_per_m,F3_imag_N_per_m,F3_abs_N_per_m,F3_phase_deg,RAO3_real_m_per_m,RAO3_imag_m_per_m,RAO3_abs_m_per_m,RAO3_phase_deg,D3_real_N_per_m,D3_imag_N_per_m,D3_abs_N_per_m,D3_phase_deg,omega_B33_N_per_m,raw_added_mass_symmetry_error,raw_damping_symmetry_error,minimum_eigenvalue_symmetric_damping_raw,negative_damping_diagnostic,symmetry_leakage_diagnostic,solver_warning_count,solver_warning_id,body_geometry_hash,free_surface_geometry_hash,bottom_geometry_hash,farfield_geometry_hash,combined_geometry_hash,source_point_hash,collocation_point_hash,operator_hash,configured_controls_hash,effective_controls_hash,production_source_hash,physical_state_hash,mesh_control_hash,config_raw_sha256,body_bmf_raw_sha256,actual_top_outer_radius_m,actual_bottom_outer_radius_m,water_depth_m,assembly_runtime_s,total_runtime_s,peak_working_set_bytes,runtime_directory_policy,original_repository_path_detected,error_identifier,error_message
RESOURCE_PILOT,RESOURCE_PILOT_MESH_L3_w0500,MESH_L3,3,0.0412542094946932,0.5,QUALITY_CONTROLLED_V2,PASS,PASS,PASS,PASS,miss,1,PASS,588,3696,3556,1904,9744,9744,9744,0.000124577361660389,0.000152117706533654,1.47067322495811e-14,9.36586208191156e-14,1.47067322495811e-14,9.36586208191156e-14,1.11805629753654e-15,0,216292.419690909,26602.9166041178,670336.30302512,13345.3497959496,670469.132409958,1.14051890128547,1.00552367968657,-4.43731391647578e-05,1.00552368066565,-0.00252842737331598,666653.333322403,13301.4583020589,666786.019366658,1.14304732865879,13301.4583020589,1.05970929213588e-05,1.82448155082201e-07,-2.5302711758138e-09,NEGATIVE_EIGENVALUE_OBSERVED_DIAGNOSTIC_ONLY,NOT_AVAILABLE_SINGLE_SYMMETRY_REDUCED_CASE,0,,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,41e8a8715b634634ac2f1f67ac3950bbad80f7740df38268cdbcf7da9e4cfd05,00115611a29beefcf4f7ae35c263bc30b6491da49a04a1d743165fb455d1c90c,4050d6955d073b9adef6a0d801373d82af802d80d0bb3173dd99686b3fd8d9af,ab870123c397381b2a81d173d557abd89a450a0b2cda9a77ee70dc0be4c94f9e,ab870123c397381b2a81d173d557abd89a450a0b2cda9a77ee70dc0be4c94f9e,8b99828259057be34c906eb856e5826497511fa1c360f3a84e49ea4e9a34eb6c,6439fa97d29008ef66181391d0e14f63fa04947c65a2e586840b6cef7155225e,d165e1c67790524a6a09d27a615c17749d30ac5cf537c0e16e265b2d813b4658,f679dee0a226ae1f965ffb6ed6badd66f5a53047c33388a674260d5d34fd7ea4,7dee2e9eed9c3b80755559f913b90a93e3ba59eca9bafb621c86fe58c82f3783,b64305226bed2cc2395518117797b7c0feb366d299ab2489c25bc55001d09aa6,4cc72f799998423b04718d4f7b973225411047e7387a5be474102a40790458c7,05c715e18a55e9c03e4929793beee2d6bd9ac7e21c31a03c02d4dbddc6d17dd6,775840353c1a329ea1b9258219e3af16b3a96364761d5b04258ca6678002b36c,689.245807016818,524.434355262614,50,399.3743752,429.5616952,NaN,UNIQUE_TEMP_REMOVED_AFTER_EXTRACTION,0,,
