case_id,measurement_status,measurement_method,peak_working_set_bytes,process_wall_clock_s,total_physical_memory_bytes,physical_memory_fraction,raw_log_status,notes
RESOURCE_PILOT_MESH_L3_w0500,EXTERNALLY_MEASURED_COMPUTE_CHILD,WINDOWS_SYSTEM_DIAGNOSTICS_PROCESS_PEAKWORKINGSET64;MATLAB_COMPUTE_CHILD_IDENTIFIED_BY_PARENT_AND_START_TIME,7807258624,444.214,34163982336,0.228523084551919,NOT_RETAINED_FILE_HYGIENE,MATLAB launcher peak was rejected as invalid; recorded value is the win64 MATLAB compute child historical peak.
