scope,status,required_clean_case_count,completed_clean_case_count,omega_rad_s,A33_kg,B33_kg_s,F3_real_N_per_m,F3_imag_N_per_m,RAO3_real_m_per_m,RAO3_imag_m_per_m,D3_abs_N_per_m,reason
formal,NOT_RUN_BLOCKED,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SENTINEL_NOT_AUTHORIZED_BY_GEOMETRY_GATE
