omega_rad_s,q_top,q_bottom,body_expected_hash,body_actual_hash,free_surface_expected_hash,free_surface_actual_hash,bottom_expected_hash,bottom_actual_hash,farfield_expected_hash,farfield_actual_hash,combined_expected_hash,combined_actual_hash,exact_hash_regression,status
0.5,3.04550654654256,2.29550654654256,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,811672f21f4027aec790f84963aa2e0bdfb23bf057bb58ff91730706f774e359,25fc26dedc5d73566f4ac5b6b13d6d7630de98e129c6876c8b22d759783231d6,e7ac3ed4b48d5abe9fdff40db5354aac05725bc6af0b84f087c981d0432521c5,e95f18785358933f6ba379c42ac859b621bf875f0fa50c687273de957f65ec01,f34f783b28c6a4c038153481a602c640f65dd0dd88d17717b9f79fdb4aa56614,8c178906a80bd87d32e8d9aad760ee414d8350c076619bdaf4c212761598976c,6b3e3c519a8749b76f552177d8f08e0f719623fe665bfa5a3957cd47c8a61f31,309a3b8a3a8fcbae630f5771a39f217233da7e8241332faeda751ec5bfb9d306,0,FAIL
0.6,3.06100965446492,2.31100965446492,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,60bca37b57c5467ada0b7c4ba9670ccc107063ef4d4611751f7dd78a9e278cc7,52860ad2fd34b93cc4d270f1e78d28186b35aa1daf0993214c9b6da6295fedb3,a53ccd2c4b8155eb40d1034090cd15fbc780f715f48c947cad9817c04654c19f,eb7079c9af1b365a5c1eb6153eaf35d21d483a465cf41df29a68621143db7848,5f0b9773a39c9cdc05cc659e5b07c41408caf5eccd84b3c09b52e71c5d5b0f8c,e203c4a3bb900362a40925e06a0591caa97226e53ff9edde197a7c21a268cbcf,f251c77e23ca76e2e05c4fe9613f9dafbc6161c22a283e82d224b06b21cd57e2,b347774380a8985f9494a74e6abeeea6af2242c241b569a839c3bf0712ef7365,0,FAIL
1.2,3.23370193734886,2.48370193734886,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,c7bec8840cf7e83038ded4d5aa415e49ba0945dccd065a369a4750e6f8469102,92cbc88aac5ec247f0e6243c7e4d98ef8f510e7ffb8584083ea07af5e6a9ab65,42dedd36b765159024c53bd34d88e8f2658a99aae181ac487fd93b0a9be00408,f3c236d1153209f8e3d59fcbabbe7b0b75056ecbdcd795515796431c7a7faf5a,a283625743694eeb423613af02cd73cb88aca76b7623e4ec89014c43c45ba7f0,8e063d25cb30ece3951fcb89f3f65f68c5b06866a6c1556ce885d503de301490,c9aabde430a02f4ecbe0db5bff9b919e18f77ba952ebaca7b6837b5f590ef977,8821f19903a97a9d7706d581347d8279c89ae1e47d5a346a8e637df894611e60,0,FAIL
1.4,3.3180940379881,2.5680940379881,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,27a166c8d1654c400cb5f579db431fb7852feab9166aabba158bdea62c1cdebe,996410a84e14b92828e2b2fff74ed239681a76fbab43327f1bec4a8996ad7d15,0f8f7e6765de2c980d09826be1ccb95b1cb4b77ff17f26d9c7314166fe758a98,77cc2bb7a9bd41a81574043398cf8fc30759f84e2bbe929832c2a5442dffe29f,8e79a98497de4f7aac412011dff12f1436bca1a65c38c9c73dd3e521e95903ba,e961cb45819a5c834d3f848b1b2e4fc8df14357ce7ffb8e390f64992151c2a3f,8a0925261c7ba86ec05de18111595be2dd289e6a3f023c59fb59d2a0439ff44a,cefe74d18fc102ba244e668f472857d61aad4d716f0060445fe0c2e5b50481da,0,FAIL
2,3.64917150338554,2.89917150338554,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,5ef04893e5f07a0a3b40a8ce2bcca78cdf1c74d357b1d560b1bb34584ca25b1e,54d86d038e98cbf0048f5b3262572f73fd4d50d0f2027814eee9eb22692b7783,a133996ce3aa6e2f50809afb277d23fd9ab96e0ed187582a636f55e35f18d19e,de000c507c36f17a67ca974dc98b27a021258fef9a44e89ad80822d9e5b71bc8,58eab8d4c2d96dcbee52771b451fa820ea6cd43f629e211ac7ec1e73fd89cc52,8dbb0f8a462171fdb6d89a427631b71a107835b415127a1e77e7aee2fd9d70a9,f0f1643acd0c78d82c4f770ecfaca948542f9244dc630ebf703f85fc5961060e,2ee7997269d17448dbabb96bc1c64331f408b06b9b4970bb06f249a2e162fcf8,0,FAIL
