study,level,caseName,omegaRadPerSecond,bodyPanelCount,bodyVertexCount,waterlinePanelCount,freeSurfacePanelCount,bottomPanelCount,outerBoundaryPanelCount,bemUnknownCount,influenceMatrixRows,influenceMatrixColumns,sourcePanelCount,collocationPointCount,bodyCharacteristicSizeM,outerCharacteristicSizeM,maxRadiationLinearResidual,maxDiffractionLinearResidual,bodyMeshHash,freeSurfaceMeshHash,bottomMeshHash,outerBoundaryMeshHash,bodyFreeSurfaceMeshHash,sourcePointHash,collocationPointHash,cacheKey,cacheStatus
BodyMesh,Medium,Case1_HemiD10_Medium,1.9,300,321,40,280,868,112,1560,1560,1560,1560,1560,0.721650583949818,4.65301698449182,2.02378785164626e-15,1.70795129842658e-15,07223b90de15100b880ccba1dda5a8f328095f183ecf2fe98d3fff9303c4dee1,bbe6bcb6e1b382b9b3948b201e6d2cbe2d25e8807e00166893d6890cc9a383e1,cc4900c86407e5107057a57c5915541196fb951f9d8a0fe46f73a7e1618ae812,9a85ef1110cdf05c6b9d2e900929c93bc1386e3efa1211e95bf9e92b7971b1c9,ab1c3cbe4bce5ccc1a9b06f33c3c5ffadad782267d48bd6c396dbc130d710891,5ae43577208f07caae8ea8af8edbebd814e416a651fd6469733c80c649699455,75046634fdfb58c45eb732f4baef7a500c66eed31240c547a41a28f623e9adca,1e2ed3b2688fcc7d6099b6773a10ac59b105889c108c72774769d5908200dd05,miss
BodyMesh,Medium,Case1_HemiD10_Medium,2,300,321,40,280,868,112,1560,1560,1560,1560,1560,0.721650583949818,4.46391793141601,2.01828943293855e-15,2.30277760194843e-15,07223b90de15100b880ccba1dda5a8f328095f183ecf2fe98d3fff9303c4dee1,9a46716cd4a2df740b47fdbe165152a4c35db952bf5e32c2bf3d1d2b3c512dc2,e8ee445f15189a4a6abf3cfb3cbcea9cc17a574be02566eed71ca34d3ab76d6e,a38955b1a0ce7b3f76443b337c86be51708f9795b88e372c6f8761a261d3660b,5d747b0c23c204de744019bccc290638943112e3438c13b95f6fba9049e148fd,302def9ac3edec2328784afa590c9cc99cf84f5c85e5a86831fdaca4a3a25ea3,eed4881a11b381b0acb28cef790a861d5d7a6b9813d1d2cb6cc98af6242482a5,9b8912797450a7671456cd7f1a7aa38f8b3e7beb097a4bd56edd36939d670a2e,miss
BodyMesh,Fine,Case1_HemiD10_Fine,0.5,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,26.3692252925203,4.20291157254084e-16,4.16976939033772e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1cbcedb1cfed0d03bf85d26ea58df1440300650d0224e920afb0af91d1174ebe,95810e045dbdae645a4d87c50eb2d3e282d2d6d5fa52e3a5d555e7ef674f9c28,e20ba3132e8bc3cd7c15c5a94f4e043fe84bcbf3be0e731a6c46d848beda6a0a,02988f25db56ef9593d511b43b6e2471e81bc216657d1c2872b689559037598d,c37a54a6afaa30808e4345c131718732cd655205d24d3521751292bb835a5e58,b134d214b31a80430861baadfabdde35b94ac75ea3a308462473031ecd903e23,b0b3b8eff5022ea941da86dda4f6438eda215946d6fca74530e34390d8c24441,miss
BodyMesh,Fine,Case1_HemiD10_Fine,0.6,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,20.4431879707179,4.70932479631126e-16,4.58324692896709e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,59919a4ce0bb5d3395222250d4d83abec7003f6ca570b5cff2dcdc73826bbdc4,dab5b4f5468c068be7ca3b6d8a5f0e0d4c1e33d570250a3f66f747f619ad050f,506cc602c179dff62b1a28b30dc6df9192780505c975f18145ca1b1f44dab448,cda91030e6ffc18871cfdb50319c28fe9fbc2e48652a8f87e5f716d965dab6db,6ca451683c1c72e4043f7d28d96f334a7fb9a1624dacb5bf677fcfe74f867ab3,12db973aca7135996334ee62e1d873b54c4c379424dbd5d6d6786a5e1ac6d161,d9cd0bc8bf71bc7140dc0f473d2e0d553de0692585523c1e452ca7efef323868,miss
BodyMesh,Fine,Case1_HemiD10_Fine,0.7,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,16.2175389760962,7.21797402464451e-16,8.04493470561752e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,a4806a322eea9d3927a03ceb292580eb1a358d523da1760023ff189feb0c4950,99df15a44666660e5e956e2c543c59adf6c605dbb2cfda461cbabd02dba91510,65b900c8c66e0a1567dda97746608c76b1d048692c9d6938051394c1795f6bf4,1150eace02742fb47de27ad77473e636d188015dfc9a57e481b421e095ddc030,ad272dd5795049fa533b39fa90f49ca3edc15dbf18b049a49e9a712cb587423c,bc46bb793651728e71f27b4f0cebafd76d220b1c7b4cfaccfa5b4b8d36a5e807,ccc3c22d60a41cf71d8f0e766c32bd58354317e76617ee598dd90ff641c84aa0,miss
BodyMesh,Fine,Case1_HemiD10_Fine,0.8,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,13.2154200089132,2.05959587895926e-15,1.81608242261173e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,85be1705c23dfbd12bb0ee668f039f21eab9d1e7f8a89acec82f1880366539f2,0614c424897e35d61bd678a54f2422f81c55afd221cc58826eebca841720f907,bf1a9e04323d4068ad1a63b6f2ee594036dbe3e20d6257ed60a11224edb679b9,f8a10bb3af6e9fbcc09d127b02ca86f01ec64d4525b43d2837096903d967752f,93008feb452c8c7c94e5a01989b2d6647042d522639f009927321356d44bb07c,a2532cfb6fcd67136cb29650a30faf24fe18b233ec5f8a614b20a94694718d5e,012143586385c65a1202ac91839108fd8d6dcdaffd153a57756ccbdc4ac78929,miss
BodyMesh,Fine,Case1_HemiD10_Fine,0.9,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,11.0796000445868,1.16984507073877e-15,1.74372052760548e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,35bc5f282c815607ae95be5c6fe609291c49db65c4befccd01941b3ab46132d2,df2b49729e2130c7de08889cfa3dd8e928bb89fc532b7e2c2d77958789792732,1030f71054bd054fd7408b0cbe402cd6cfa811dff679ea69ee0cc058a98ebff7,10c9d5ddf2b35e479b125421d38f32974b696fe23a3f0f3dd43af9bf664e004d,7ce0818dcd4cef95ac4f712bf6f8d416a5829eb802d2eea3078a44b1a8d42e3e,e6ea6fbd42a3cfefd10b026652ea097a1bf25f19ad1893d6c600f074ae5657df,d46afa90b08e16b9055296b0a47a6395e71328f1e3f71c555107bed9a4b1f5f1,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,9.53108947809281,1.06289705163593e-15,2.90258982926645e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,e5c0c945988cd3a2961cb44c8140ea6385ef9b54e51eaca3e3682b6565e09676,4bdbd08dfb7d97f42714e101c114702fd38113aef8e6fb5e904092ff640dc411,3022f86967b07104a63e81881b5a4423b0baf839f89c133a430e9110011f903b,90a368ae85237a2d86aac3bb29a7ef9b86dbf81cfc11d61338c2258e026c7297,2cb54fa52fd4c3cba454da3e0a9865dfac73d7b3bf6f00fea5fb7d66cbb34975,176d070479c686ed193b4252fbd31af289b971e633644c68ca2bf97d303fdba1,bc71d911904547a5d5f7d3e40b7c776248e891637edd479085beeecba5880ee1,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.1,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,8.3776607432782,6.0475174162031e-14,1.0120368949535e-13,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,e47ac046f817420242a3235b3bcbe0500cdc43bbe9ab76e316682b13796b1989,23e313defd9d10ec4ae2186cefa714aad906b9379b32a7e100455f174e8a741b,8cf45d0155faf6cf9e63d3f35567ded11c14762e7fca751db037a3f108cf23d7,699cb51e31ba4faacd31e962b255033cc06b3d074179c98b8a3b90b84ea32935,2b6ecf2f543f47cbcc8439c3edbef49b30061af5959cf1396cd92f6cc4bf7dbd,e8960ee49ced341b906cba2b0e50b4ba8584fc801bc1792245f9c1ac088878f9,97ef44f261c73ad0af1a23d3146a4f47ada5cfb908169d6fa3e6c970f523e3e4,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.2,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,7.49553322051981,4.09231086661525e-15,2.19976444174633e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,583058a8fc5bb7b68c441a383cf2eba74d744b3dfba46ba1ccf837ea02eac0a1,90dbb270d2f50588547bfaaa908d2898df4f8665bc391cdc0e20a631a376e1eb,77d2859a473409a9b0d4115b05c04dec4ee58ea1370e290ee6129ca33655282e,803ae41a5fbfe1c694d84d2774ffd65d150bf5dad31f2650920fa62734f34036,a168f0d07481fa59550048da4b2dc32bc1f7c650bcdf7375c1b89b8b54c36a5c,28d9e17b93d7eca376b492d7219ded8c3676c15cd1419c3b041858218d3246d5,d3b526e9ec14541ba5e76a82765a737c16312bb74b553883bf48fdffc62bad6f,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.3,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,6.80518488437199,3.1154277334853e-15,1.87782479925739e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,fcc92a95c1cb3580589b42dcfbf8d6519d62a3ec84bcad3c41aada3c8d1eb8d6,0206db3cb72c8add18d39b249cb8a7c4d9f1615318963a056ddea62de4571c49,a7919cac4e1637f46cb1d7c8e447711368e851f11443c67adc6936dd03a797a3,a78273628e3bf137989f1cd6ea3b865dc5cd16eff47105a5dc47d058083a7686,ba0de873b20cbfcebd7f770a4746868844a91df4c00d09d1cb616865c69bcb20,d2e5fa3a5cb820239b337405acec871a0dd4e534a969ac2ae0cd1531798918dd,af11884d8648534f9bdde88f7f75219504d2f286fa0e85b53a9547fe2bfef625,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.4,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,6.25422931550268,1.11527618118937e-15,1.80131638067969e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,afa97ac5a368b91605fa1c0af128a34f9f91b2ab0f6ed8a0ec8f0901e6ca397f,f0960573b678eee5d620ff1ab3825280e7ba2ea9fce87e6f160eef60a00cbdcf,6af042591c8f07418d034585ecfeb5c3a6e154762e132e09005eeaf94e401004,ea209a4a44e4f9c9a5b882f7929b396c98f09e94561b5e3ea7753f4f74fc58aa,0200edd16c3716aab50cce84098718374c02c032eaece9ff658e5c34bec679bb,1ceab4a56199a2e200837d6a850f37902cdaf0df48447e179629fce3b70b0ba1,3ee18a337fd3fd6d9976b03695aa599e7b3f77c211c6880b6299ad7b587ad5ee,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.5,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,5.80709704436257,2.52158188133994e-15,1.88810108798301e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,30e6eaa7d787cb53232befee02ce1d0b42ce8d4a8e04b0e5667c3e5c452c3e69,aacc31485522f79006ed6dd0213bcf955cdfcae67f9066df047104015354c810,c1d139d7270eb55956d4c695a4f4d50a79522ba6772648f86fd2c448b511a5aa,48142eebad57ab1dbcca891366b3d40ef748b9ea34692ee37d9a38e2cd178794,7a0d73f42a4711ed232a79e960c8641c860d068c0e9a3ce357918eda219b3c2b,eaca2f729d60aee0239fe9c0fdb971f41d214342624d6d6ed9d4930a0c7822ff,825257f403c16137119223ce7e009123923ec9845a88371f8dba6a11cd92f510,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.6,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,5.43894920632952,4.10790981489716e-15,8.54920357288765e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,6f52c49364de80332620d9f602846d345a906654092168b50919150787b3c36b,7f4adac97937557a67cbe3cbabc2ca7ab8394340887fe9eb94bcb4236ee4d1ee,47741dfd6c23f907a6660889e02afbd2315fb30ba8d99102e1f4f1177c792436,de3192e168c7046b1af609e8ea5f7a10fe2ce5362a4d5c914f79ed2d62cc2a6b,b3f65baecaf9a2dd93183f5fb62221b81a7e4906800a329aaef0a5158a188f2a,8cf2ebc9dcd8d708ec41201c1204465889b87ab94716ba707a5136987c5a1d84,60052dc296bd4ae77f5ebec4884a1e5397cd624a56ffe8cd9ab52d57d3c40270,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.7,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,5.13200596442327,5.18959477133137e-15,4.587464603482e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,d302162cda5aed07275ab7f5646d4071e011241bdcbde64c2d8df476febe9266,f12c83b07db28e2c74f438d4d5a6724b004573c6454dc2887ba9224d2dec7853,69c2fd4e133c89abdba29a48401b1065f84a9226ede3fd71ee418ee3a1a1ac0f,2ac3d69313948ab1eb179fa7b4fa36d31ff2a869da567ccae86ad9aa325749a0,3478b3ed4830595601aa466fa07be1c1658d19003db0efa6c4791dd2f9fdb6a8,fd9cdd7406e2d06e0fbda3e43c48245ebc548770306228297f9a3118161ba5f6,e93b290f36695980b3af6571f6b182b6506d6b1217fb500bc4824ec901fa5369,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.8,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,4.8732612193141,5.82529096740105e-15,4.11215068841258e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,f1e12c98b020f5a8f5ea9fa421685e2d9460f08b7989a2498057175d718c6ebd,808cbf3f9218b19ea979c4d475324ef785e3b5795242e44d52a40a1f51f95f1c,afb4eafc68a1db83f3e8717ae085eb796250fbb7db4a49e3232cc95e59998784,97f482d37f2ded6e8846ae0f020204421e9d334513bcbef0e951d00bdde1af74,dc3e869f38847c43d9cda2d0e1f2211189edbd860b32b00ab129e3166117977b,5f73cc9c2525242bc1fb31cb770545f262b9d98bb53bb2f26cf5dadb26a2f37f,2f0867e23c1173e82938b68ac036168518200c58a4542a9e2bc13fdb1e2c1ac1,miss
BodyMesh,Fine,Case1_HemiD10_Fine,1.9,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,4.65301698449182,1.43845781583469e-15,1.47335167881161e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,bbe6bcb6e1b382b9b3948b201e6d2cbe2d25e8807e00166893d6890cc9a383e1,cc4900c86407e5107057a57c5915541196fb951f9d8a0fe46f73a7e1618ae812,9a85ef1110cdf05c6b9d2e900929c93bc1386e3efa1211e95bf9e92b7971b1c9,e8cecffd83ecfe249faaf9ec29c1c32c4d51d05e69a4f8ccb9dbf705443e541a,b989f8a40335b1214dfa619312f5669bde13539ac1dc5127ab2150cf78dc3bf3,38fe9d88649f27ff36ac57afa254b557bf7b83ef6b79fb8d66c21239b44e1786,c245f955e359e337bfb0178ae8f77db66b97f23ee29d1274f3b0d8153a9d372b,miss
BodyMesh,Fine,Case1_HemiD10_Fine,2,588,617,56,280,868,112,1848,1848,1848,1848,1848,0.516146222830692,4.46391793141601,2.02439711991748e-15,1.50644431560082e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,9a46716cd4a2df740b47fdbe165152a4c35db952bf5e32c2bf3d1d2b3c512dc2,e8ee445f15189a4a6abf3cfb3cbcea9cc17a574be02566eed71ca34d3ab76d6e,a38955b1a0ce7b3f76443b337c86be51708f9795b88e372c6f8761a261d3660b,3fc73256cd32aa1c69ab00f76aa07adf545f4ecc226d7b2e139737f658156cce,e7603d63cd66d6889febdb1bf9393d699cea8d242d233279f2d1d04a66acd8e9,b6609edad491c5ed3b30d703594bb9d430ee8b862a94aa25eed79690445a4000,ec22149420a149e138b2c7a72099a7cf50540412ccc6ac2cebee6b6614d3d3e5,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,0.5,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,31.7704071647055,4.05488275505938e-16,4.03493441010725e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,7de64143d89b41f6c753667474e87c0c0b8d8b0c66299cecd36a5cac8da60661,90823dd430839cf992a63f7e7ef78afe122e33f97ebd5be370153bfe233f1d82,0605a34fda79468b9a01f20d838b5290c861ceb1acfde865a1b4c60236eca7e7,3a26900dbe626009f0d70002302162b0956abe305a08777cea2a86252db43a6c,e5dfea55163e76909e8e97c0e431e238fd55c785a1670cc27fe93dd4716d672a,326a81de056d124b5b04177c76dd7acb1a421fc5622f232244264e2ecb8c371d,d4957fbef359f6f82dc6022d9f25afe80b864f0bb745efad4607a2c75e705193,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,0.6,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,24.6305455837016,4.62274514346144e-16,4.38481480439573e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,b4ec9e5507b1ffeb4b09751814a02fbbfe39e91641c95fdc1f39f08b71c7b872,74131da53ed38d1956fc054049c3e88c790f3733017a960ec4c0d07c2d2e8728,0ee5e8b051d9434130c26794847fc74e1f6b2e9ff2d5ca795247383c3ea3f231,eacca3a24eba5d61c68f6b881fb90cbb2144bdb06244217017a90725815643ff,bab9fe81be17806a219644ae84496a8b2710a075ca765bf9e04e80b2beddf359,ec85a6ac425ad7d76ca65da24bd5a5936e4bea38a24edfe8838b99928dfdd0f2,a652a53aba745de5c9b62b70e80ff25f80a1bb048655de1fcfa9e31e95dd0b78,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,0.7,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,19.5393611592451,5.2802154057189e-16,4.89966349140485e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,9b8e294e0c42445cb1e2f7da93a67b3f7a19807421bf4b8fd804f12b60a28ec0,5eedf8ba216a2e61bfa0bd6635bb2ab3c0063497f1a368a9aa03d19d5fbb18f5,e7293551598fb3906a38259b2af5245367a538fd9b6133026d882429bf07c881,d174420b5573fb8a7ada3422f4f9e6d1a20ddd042805709494abfa83f017c0a6,cae94035507b8de44679dd55064b01a6435facb08af80167a1066386d29cc8dd,9cf3a7f227e2e3a4b7ef501d61009e8415e81fc0ef75866a19e91fabee88ae39,b94ef8fee7af070c225e46290492ddc01eed97b85921575d73a5b88a059d0fdc,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,0.8,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,15.9223211860859,3.25189181513317e-15,3.73254425034482e-15,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,caa6e70812d715f33c02f2ff9423f75cbf95b9dbe707484cf4d39e181e4e46fe,0c0bf1c7dda0dc78fd66f76bea2ae77e2bfea6e480d41e3a89b097f822979516,3c7addb2aade1bdc085a313b95aef6868209fb80dd21c3d8c4f1f42f7935692c,9009f2c4fe8617987aefa4a882df9c87ab92889b9012a052b6c42b39e2a1322b,10ca3a4ca93138ea784c121b70d35130c337cb85b608bec87239b05352f7bbe5,ceaa4d35205ca2bb56809a8739eb3440f4cee975bedf6a69c1cf4dd8cbcefe90,cab36fe0fbfa9850456601fa9e22df08e5b324ac66c5ecd80efeba16c16cc9c4,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,0.9,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,13.3490233684817,6.88446198221389e-16,8.06838148788457e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,e2a3ab9e2b0a104666e0680583818bc2203f802fe0ed00d11659fd9b3e309f81,5e0ad909069b4d3683e61de085158e3c13790ebf398802c7955b632f150c4cc3,10b5b8975705bce36ac5262be0bee0870eacc86ea866fb4fef6a8fecbea712bd,110552b8ae00cf7c514e679f56bc70d243445545574d7941e2e8137b58ae9b5f,c79104330839bd2b2535240d32123d4d5870e1adf1c917c5275cad27f41d4a36,064e2c9e3c73e91283174eb859f5db9035daa3d3945d63a744dabf5b09d46b0a,1628bb404f00f265f1625447bb889eeb538b12560bd888ac8b0f7dcb46ab47f3,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,11.4833329414551,9.23837164963922e-16,8.99340800232087e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,1c1eabea85b98fd18fb833f21e738438cc5bdf99b721489d98cdea4f4f2dec0c,3dfa94613162175176e4f1fac715c622e34fbf846255d34104fc1682c81b1468,bbd948b9a81ddcb50cb15a1fa95a3f84559fffed5e45ca27534a8acfe7793b51,4c7e58e6d97ea7b2e3ac054ef1e945ccb37154d7446e575a431b42d4865890e1,6a8ad32974498d6973eccacff8d60578acf8719ec31d1b1dcf25c61cc500f638,b0cd3f86e3d910864b8e329b9bb1c2b88aa553ebb52640291e61ed5e340c0e99,039086d051d59f07d9711e6dd916858ffb2f8e2fe36c2a6d270a2541ffcb5ba0,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.1,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,10.0936485599831,7.18742982943344e-16,5.87234770587888e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,5bb03274b87b3c756f9e5a2e9af85e6b924b769d7ccb174bd480ef7d5a5517f7,00eff0b418a4b7fa7c769e9d4427342befd958e29b483f5baaffc999a192c2b8,a35054581127f277dc6b6efd51d442305c223df9e441b550d900522cb76fbb06,ec47dbcb7edd0e189be7b3920761ec15b056d5a92614d77c0232bede01a54248,a69f09e6bf0bf8dc1586332749e874f1ac184909bd44379d8cd9354026167567,c1d5c49f7eed7def279c9f1eda61ac059d89cc7648904ce10da4dbe028ceb4de,e0296eca07c5e1a22ffae495a107d4f62b75b4b876a88a00e28f8fb12e06ddcd,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.2,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,9.03083574472847,5.27244439703847e-16,5.62785573398787e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,7e1364959410abff55055a7b74bf71e69ed414b6965f06d10ff4e2976f02359a,27f6a23df606fe250e7882ccd43417ba7ec20ecb7da570af619e6f612c1e3fce,15b1e40ad182bb27c623cba2eb2eba05d9e0f10dd5f95eb313dc505e26498136,115b670f33efabebd6e4092cfb5a90a785144df8174e8d2f2eb0e56a8cfd31dc,5af83bf67462058f0422acdc3dcd8161c5a6542a0db4230c41caafddd1a95995,8de1e456c3127bf67e4c833187e3a2a51091237efe3cae65da73135e2e82f750,0cc264164cb0407e3bffdfa1765042fab08319fa03b6bceff7daadd417d813b3,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.3,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,8.19908405382404,4.84622451457066e-16,4.57996010125393e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,d7da7d375547dad5f0348bdc65a9d87a53452d0a04e28707ee59bb2f89ed9864,e2716e8b32ae1f1563a5620cb7e70145eb65d2ca0af16bc3635b86c66c71f554,4d601b73111f78329ac73655f6317b3b7c6159332e2cb8c71a5b0200e97bc406,df33d8ae2c5181436404f34f4530b8d041f7616d1a9a39bb8d8114641e71709e,e6bcdca03308ac505482c37efd97274c2f9725f5c500a1a5509eefcdbfa025ed,464a9dea0394a0d9186f74b110a7477483ba670e2876de041ab171f0e26fcd35,2fc561b50100cd25e7a943eeb793e26b4b01392a26e7678d602cdcf0b3d97af1,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.4,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,7.5352768104006,4.32967532075934e-16,4.49725321156551e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,7c82c96f794758cc002e83aaba64d0bda5344602408524277dc05fbd693a0052,85586b1f4b063d08d4b5410e271c9a4ecac57f30621e576fc54ddc817f9ef67d,ca264914e9a185a2bd4332fd8208cc0e5cde9a7b2478d59c1cf076728820449c,a47180e1e74bd1dd68954a15532d159efeaab2b416c8b21e5df142598555a06a,6553b35cb364028cc1af1737055944131fe2b20bbee5dd42a0418af86990c32e,ecaa25a024733b4caed5bf9c8863b213aa9fab2a6d8f903a107571a19d0b9a45,73e30fad36d10eae4e0fef4b782708e9c711149f140b95370d52801f70816869,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.5,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,6.99655888626689,4.25987247073139e-16,4.2858624331664e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,5ead994227373e5268ce67bb6360d6069bad8c7a3b4f75a037356c4584eaf51c,3447cff7e190584346ba6b7e41ef7749e1770ec67d761aa70fc532ea9db5901d,44c1602587a4c56e7d84a7e33d7847e6354830a330a0f35b9c7c1803c364fa9d,0d036ff7e25df82725eba6bb56c4279408677e8713d8c98dca7645ea2547b27a,f531934cf892a4a153c986b6e3da1129f1739f7690fc773c39048d97e79979d1,bd7d68711da75f62d840b726ea325e4d60242874cb77dc2951da7b0d1baeba6f,1c9c244b36ecb0b1230047aaf537419134f4e97d92a32a4fdab2702f65a26e84,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.6,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,6.55300369716416,4.30706035744198e-16,4.45822154133542e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,2bba8a92e1d39e0885c2d4864022edbfdb7a1aa6ddd75bb557a790af728c0f46,0b99a5efb2a04bd2590d1a1c5c60238cf4a3b45e6e435c9880ab24f9f2ec8eb3,4fd22a0f2716ca8c7a67f9143d0f5f839daba17896006ad889cdfddfe95e0e04,b99aa02678de635e4edb6d184e5dbde4fd5d25bba0163b964ec2c96ec92a7470,2cda0c59d3395191f0f466a99f922a840b1d7407acc571cb89e70b223d6e2f7b,9a9c418165dde4b85b43f4346027c645529688ba9c9bec156d1775869eed5c7c,26ccc056e9045a44fb2c46baaef4edec30401ec4f3545c6dbb1f76c1b4d17b11,miss
OuterDomain,Coarse,Case1_OuterDomain_Coarse,1.7,588,617,56,112,700,56,1456,1456,1456,1456,1456,0.516146222830692,6.18318958000152,4.22761400914104e-16,4.10607467866829e-16,1c1adedc691956860cf905855e035bca0281bb90a0f4cbdc3f93e924d85bb2a5,eddf5d4d7c2cd74a1cb9d3c75477d8eda2a911fb71ec8a220f85d388ebe98efd,54a86e6ca7e97aae34ac65b2694eb6b3ffa96e6e98776650cc224fac4d8bfaf9,93abf028b27b68928864e10fdfad7a1c0dc688221b62e0982d736e4d6fd95c20,4bbfba84ec23995d02d54599cbb63fcab4eafa75f0f5a40ab93f0d751f7d37cf,c7578946981c830bee39aa1e2e14d43641ee7568545ad599d4993bff00c91218,14961d2c248bf67aedc96dc776809faaceb200d5fb6a2c99329254f495994ddf,7a05992ecf1753517fdaf9ea14a46fc5ff5a79692a4d27e4c759388e56288bf1,miss
