quantity,medianMediumRelativeError,medianFineRelativeError,rmsMediumRelativeError,rmsFineRelativeError,medianAbsMediumFineOverCoarseMedium,fineCloserFrequencyFraction,fineCloserOverall
A33,3.80147073393001,3.7177819296965,22.6524276333314,16.6023060836346,0.432486370384165,0.9375,1
B33,293.140492899206,13.7845206011053,2005.16636765802,43.064507764073,14.4186291393565,0.9375,1
F3,1.97172830991561,1.90306508627016,40.4515206845114,24.6690320752021,0.623865363073936,0.9375,1
RAO3,1.81204106991191,1.60343519649082,50.8281845074644,97.8125408846481,0.607155338018542,0.875,0
