omegaRadPerSecond,level,quantity,characteristicMeshSizeM,value,zeroMeshExtrapolate,absoluteErrorToExtrapolate,coarseMinusMedium,mediumMinusFine
1.5,Fine,RAO3,0.516146222830692,0.757881286282064,0.758452512382695,0.000571226100631206,-0.00946625314855665,-0.00221608705902643
1.6,Coarse,A33,1.1970141330561,163488.181174143,164411.743338656,923.562164513103,-559.735682554718,-163.272299982811
1.6,Coarse,B33,1.1970141330561,2767.10096371003,2681.05721346132,86.0437502487093,46.8506451730132,15.0818620142063
1.6,Coarse,F3,1.1970141330561,9597.69147148594,11472.2385813574,1874.54710987149,-1092.5544568913,-330.328892846343
1.6,Coarse,RAO3,1.1970141330561,0.0295277157398902,0.0360888128036436,0.00656109706375339,-0.00380351674712591,-0.00115568165592381
1.6,Medium,A33,0.721650583949818,164047.916856698,164411.743338656,363.826481958386,-559.735682554718,-163.272299982811
1.6,Medium,B33,0.721650583949818,2720.25031853701,2681.05721346132,39.1931050756962,46.8506451730132,15.0818620142063
1.6,Medium,F3,0.721650583949818,10690.2459283772,11472.2385813574,781.992652980196,-1092.5544568913,-330.328892846343
1.6,Medium,RAO3,0.721650583949818,0.0333312324870161,0.0360888128036436,0.00275758031662748,-0.00380351674712591,-0.00115568165592381
1.6,Fine,A33,0.516146222830692,164211.189156681,164411.743338656,200.554181975574,-559.735682554718,-163.272299982811
1.6,Fine,B33,0.516146222830692,2705.16845652281,2681.05721346132,24.1112430614899,46.8506451730132,15.0818620142063
1.6,Fine,F3,0.516146222830692,11020.5748212236,11472.2385813574,451.663760133853,-1092.5544568913,-330.328892846343
1.6,Fine,RAO3,0.516146222830692,0.0344869141429399,0.0360888128036436,0.00160189866070368,-0.00380351674712591,-0.00115568165592381
1.7,Coarse,A33,1.1970141330561,34193.6142343069,34376.3594363804,182.745202073442,-1736.9910020095,-72.0374995715756
1.7,Coarse,B33,1.1970141330561,17042.1927608859,17819.0791700882,776.88640920227,14.0397336740316,-125.495972551082
1.7,Coarse,F3,1.1970141330561,324311.498801587,330384.882834858,6073.38403327088,797.195361678547,-964.281894736399
1.7,Coarse,RAO3,1.1970141330561,3.30178130246576,3.62752356273885,0.325742260273092,-0.0155081039105465,-0.0531421587846745
1.7,Medium,A33,0.721650583949818,35930.6052363164,34376.3594363804,1554.24579993606,-1736.9910020095,-72.0374995715756
1.7,Medium,B33,0.721650583949818,17028.1530272119,17819.0791700882,790.926142876302,14.0397336740316,-125.495972551082
1.7,Medium,F3,0.721650583949818,323514.303439908,330384.882834858,6870.57939494943,797.195361678547,-964.281894736399
1.7,Medium,RAO3,0.721650583949818,3.31728940637631,3.62752356273885,0.310234156362546,-0.0155081039105465,-0.0531421587846745
1.7,Fine,A33,0.516146222830692,36002.642735888,34376.3594363804,1626.28329950764,-1736.9910020095,-72.0374995715756
1.7,Fine,B33,0.516146222830692,17153.648999763,17819.0791700882,665.43017032522,14.0397336740316,-125.495972551082
1.7,Fine,F3,0.516146222830692,324478.585334645,330384.882834858,5906.29750021303,797.195361678547,-964.281894736399
1.7,Fine,RAO3,0.516146222830692,3.37043156516098,3.62752356273885,0.257091997577871,-0.0155081039105465,-0.0531421587846745
1.8,Coarse,A33,1.1970141330561,113395.445462055,115212.329240357,1816.88377830261,-1275.01074389683,-325.446283390833
1.8,Coarse,B33,1.1970141330561,548.2205352655,543.995724273777,4.22481099172285,8.18548474942054,0.884309802749726
1.8,Coarse,F3,1.1970141330561,46216.7935231887,43923.2032429246,2293.5902802641,1698.92247320803,413.019189792445
1.8,Coarse,RAO3,1.1970141330561,0.101273458562123,0.0968778455409632,0.00439561302115955,0.00337660816125826,0.000794489697097223
1.8,Medium,A33,0.721650583949818,114670.456205951,115212.329240357,541.873034405784,-1275.01074389683,-325.446283390833
1.8,Medium,B33,0.721650583949818,540.03505051608,543.995724273777,3.96067375769769,8.18548474942054,0.884309802749726
1.8,Medium,F3,0.721650583949818,44517.8710499807,43923.2032429246,594.667807056067,1698.92247320803,413.019189792445
1.8,Medium,RAO3,0.721650583949818,0.0978968504008645,0.0968778455409632,0.00101900485990129,0.00337660816125826,0.000794489697097223
1.8,Fine,A33,0.516146222830692,114995.902489342,115212.329240357,216.426751014951,-1275.01074389683,-325.446283390833
1.8,Fine,B33,0.516146222830692,539.15074071333,543.995724273777,4.84498356044742,8.18548474942054,0.884309802749726
1.8,Fine,F3,0.516146222830692,44104.8518601882,43923.2032429246,181.648617263621,1698.92247320803,413.019189792445
1.8,Fine,RAO3,0.516146222830692,0.0971023607037672,0.0968778455409632,0.00022451516280407,0.00337660816125826,0.000794489697097223
1.9,Coarse,A33,1.1970141330561,123777.944518801,125518.917160902,1740.97264210097,-1144.95485302432,-309.972888339282
1.9,Coarse,B33,1.1970141330561,133.9649060231,129.98200137981,3.9829046432898,3.68465154585371,0.735165622254442
1.9,Coarse,F3,1.1970141330561,21986.7112582345,24058.9673757501,2072.25611751559,-1328.73453332677,-368.12367340424
1.9,Coarse,RAO3,1.1970141330561,0.0346203900164741,0.0380491108145412,0.00342872079806713,-0.00218562784104024,-0.00060877682269949
1.9,Medium,A33,0.721650583949818,124922.899371826,125518.917160902,596.01778907665,-1144.95485302432,-309.972888339282
1.9,Medium,B33,0.721650583949818,130.280254477246,129.98200137981,0.298253097436088,3.68465154585371,0.735165622254442
1.9,Medium,F3,0.721650583949818,23315.4457915613,24058.9673757501,743.521584188813,-1328.73453332677,-368.12367340424
1.9,Medium,RAO3,0.721650583949818,0.0368060178575144,0.0380491108145412,0.00124309295702689,-0.00218562784104024,-0.00060877682269949
1.9,Fine,A33,0.516146222830692,125232.872260165,125518.917160902,286.044900737368,-1144.95485302432,-309.972888339282
1.9,Fine,B33,0.516146222830692,129.545088854992,129.98200137981,0.436912524818354,3.68465154585371,0.735165622254442
1.9,Fine,F3,0.516146222830692,23683.5694649655,24058.9673757501,375.397910784573,-1328.73453332677,-368.12367340424
1.9,Fine,RAO3,0.516146222830692,0.0374147946802138,0.0380491108145412,0.000634316134327399,-0.00218562784104024,-0.00060877682269949
2,Coarse,A33,1.1970141330561,129085.832946286,130741.38993048,1655.55698419397,-1058.98054824838,-294.036927889436
2,Coarse,B33,1.1970141330561,48.1746681779751,44.411024124683,3.76364405329216,2.85106248603316,0.679284558464573
2,Coarse,F3,1.1970141330561,68242.4541820664,69630.7066495743,1388.2524675079,-811.597754612187,-244.695468378661
2,Coarse,RAO3,1.1970141330561,0.084329182410768,0.0862938066186711,0.00196462420790308,-0.00116231977907415,-0.00034662390281065
2,Medium,A33,0.721650583949818,130144.813494534,130741.38993048,596.576435945593,-1058.98054824838,-294.036927889436
2,Medium,B33,0.721650583949818,45.323605691942,44.411024124683,0.912581567258997,2.85106248603316,0.679284558464573
2,Medium,F3,0.721650583949818,69054.0519366786,69630.7066495743,576.654712895717,-811.597754612187,-244.695468378661
2,Medium,RAO3,0.721650583949818,0.0854915021898421,0.0862938066186711,0.000802304428828934,-0.00116231977907415,-0.00034662390281065
2,Fine,A33,0.516146222830692,130438.850422423,130741.38993048,302.539508056158,-1058.98054824838,-294.036927889436
2,Fine,B33,0.516146222830692,44.6443211334774,44.411024124683,0.233297008794423,2.85106248603316,0.679284558464573
2,Fine,F3,0.516146222830692,69298.7474050572,69630.7066495743,331.959244517057,-811.597754612187,-244.695468378661
2,Fine,RAO3,0.516146222830692,0.0858381260926528,0.0862938066186711,0.000455680526018284,-0.00116231977907415,-0.00034662390281065
