omega_rad_s,heading_deg,method,body,dof,load,Cd
0.8,45,far_field_global,0,5,0,0
0.8,45,far_field_global,0,6,1.97889251489513e-05,3.93738298766679e-11
0.8,90,near_field,1,1,-0.247817425052364,-4.93079894993831e-06
0.8,90,near_field,1,2,5979.25183764231,0.118968586152623
0.8,90,near_field,1,3,35603.9141957308,0.708407581480229
0.8,90,near_field,1,4,0.053896273962319,1.0723688659215e-07
0.8,90,near_field,1,5,0.00179193086213593,3.56538722469371e-09
0.8,90,near_field,1,6,-0.000286275489723496,-5.6959952829121e-10
0.8,90,far_field_global,0,1,5.70033109928712e-06,1.13418927634837e-10
0.8,90,far_field_global,0,2,-270.986731247531,-0.00539179635814634
0.8,90,far_field_global,0,3,0,0
0.8,90,far_field_global,0,4,0,0
0.8,90,far_field_global,0,5,0,0
0.8,90,far_field_global,0,6,0.000323977850232841,6.44615544445197e-10
0.9,0,near_field,1,1,11837.6660092096,0.235532877139683
0.9,0,near_field,1,2,-0.107781056555932,-2.14450908920927e-06
0.9,0,near_field,1,3,42003.148828486,0.835732524029893
0.9,0,near_field,1,4,0.000287039996715086,5.71120660338546e-10
0.9,0,near_field,1,5,-1.43194271177987,-2.84912234001467e-06
0.9,0,near_field,1,6,0.00113795755873217,2.26418297038044e-09
0.9,0,far_field_global,0,1,175.280987094066,0.00348754857300672
0.9,0,far_field_global,0,2,8.89187380265372e-07,1.76920739128189e-11
0.9,0,far_field_global,0,3,0,0
0.9,0,far_field_global,0,4,0,0
0.9,0,far_field_global,0,5,0,0
0.9,0,far_field_global,0,6,-2.59464231471115e-05,-5.16253431256496e-11
0.9,45,near_field,1,1,8342.47657348685,0.16598943645606
0.9,45,near_field,1,2,8342.1052005476,0.165982047285188
0.9,45,near_field,1,3,42001.003755629,0.835689843726083
0.9,45,near_field,1,4,5.4461895991398,1.08362299184285e-05
0.9,45,near_field,1,5,-5.44793155395613,-1.08396958688061e-05
0.9,45,near_field,1,6,-0.00172048945092061,-3.42324095094877e-09
0.9,45,far_field_global,0,1,123.908517118135,0.00246539558695446
0.9,45,far_field_global,0,2,123.908517158275,0.00246539558775311
0.9,45,far_field_global,0,3,0,0
0.9,45,far_field_global,0,4,0,0
0.9,45,far_field_global,0,5,0,0
0.9,45,far_field_global,0,6,-1.23547654374543e-06,-2.458215536412e-12
0.9,90,near_field,1,1,-0.283675726899895,-5.64426805752433e-06
0.9,90,near_field,1,2,11837.6615277572,0.235532787972666
0.9,90,near_field,1,3,42002.7743921907,0.835725073907728
0.9,90,near_field,1,4,1.43019329229348,2.84564153725648e-06
0.9,90,near_field,1,5,0.00220364411344438,4.38456903436607e-09
0.9,90,near_field,1,6,-0.000329667931741561,-6.55937043699065e-10
0.9,90,far_field_global,0,1,8.51093774198381e-07,1.69341291768715e-11
0.9,90,far_field_global,0,2,175.280989826259,0.0034875486273689
0.9,90,far_field_global,0,3,0,0
0.9,90,far_field_global,0,4,0,0
0.9,90,far_field_global,0,5,0,0
0.9,90,far_field_global,0,6,2.46581763269331e-05,4.90621310888628e-11
1,0,near_field,1,1,21441.2591990685,0.426614626964922
1,0,near_field,1,2,-0.12944064594564,-2.57546781051912e-06
1,0,near_field,1,3,49312.0032575309,0.981156082265847
1,0,near_field,1,4,0.000563618100051238,1.12142539424403e-09
1,0,near_field,1,5,-4.52548477909598,-9.00431258698344e-06
1,0,near_field,1,6,0.00114822183424993,2.28460569849738e-09
1,0,far_field_global,0,1,1267.09836349358,0.0252113316037503
1,0,far_field_global,0,2,-5.15439837105558e-07,-1.02556557797315e-11
1,0,far_field_global,0,3,0,0
1,0,far_field_global,0,4,0,0
1,0,far_field_global,0,5,0,0
1,0,far_field_global,0,6,8.18711140717531e-06,1.6289815101177e-11
1,45,near_field,1,1,15123.5715009993,0.300912215759999
1,45,near_field,1,2,15123.0136989241,0.300901117226932
1,45,near_field,1,3,49308.7831289251,0.981092011683463
1,45,near_field,1,4,8.76937371770049,1.74483366977595e-05
1,45,near_field,1,5,-8.77198983812404,-1.74535419668541e-05
1,45,near_field,1,6,-0.00258357251960507,-5.14050885004005e-09
1,45,far_field_global,0,1,895.884374494866,0.0178253233488001
1,45,far_field_global,0,2,895.884374636157,0.0178253233516113
1,45,far_field_global,0,3,0,0
1,45,far_field_global,0,4,0,0
1,45,far_field_global,0,5,0,0
1,45,far_field_global,0,6,-1.52773685407166e-06,-3.03972300343564e-12
1,90,near_field,1,1,-0.295082746201179,-5.87123239944181e-06
1,90,near_field,1,2,21441.225701551,0.426613960468109
1,90,near_field,1,3,49311.4541959088,0.981145157640717
1,90,near_field,1,4,4.52286068848428,8.99909145968378e-06
1,90,near_field,1,5,0.00260654890835337,5.18622474491288e-09
1,90,near_field,1,6,-0.000515826770009912,-1.02633545457004e-09
1,90,far_field_global,0,1,-6.52357368239074e-07,-1.29798904399804e-11
1,90,far_field_global,0,2,1267.09836389816,0.0252113316118001
1,90,far_field_global,0,3,0,0
1,90,far_field_global,0,4,0,0
1,90,far_field_global,0,5,0,0
1,90,far_field_global,0,6,-1.07643570996968e-05,-2.1417735525551e-11
1.1,0,near_field,1,1,37957.9968319536,0.755246532326007
1.1,0,near_field,1,2,-0.165458305565231,-3.2921076440336e-06
1.1,0,near_field,1,3,59343.3546152219,1.18074889431493
1.1,0,near_field,1,4,0.00113364252765182,2.25559739544944e-09
1.1,0,near_field,1,5,-11.10414760296,-2.20938133503186e-05
1.1,0,near_field,1,6,0.00105356118032902,2.09626032574764e-09
1.1,0,far_field_global,0,1,2718.21765325834,0.0540841094913238
1.1,0,far_field_global,0,2,-1.25314537844374e-07,-2.493371043156e-12
1.1,0,far_field_global,0,3,0,0
1.1,0,far_field_global,0,4,0,0
1.1,0,far_field_global,0,5,0,0
1.1,0,far_field_global,0,6,7.70046174141599e-07,1.5321533044172e-12
1.1,45,near_field,1,1,26789.3089565306,0.533024247364859
1.1,45,near_field,1,2,26788.4717032576,0.533007588618775
1.1,45,near_field,1,3,59339.12502753,1.18066473862433
1.1,45,near_field,1,4,14.7434680775148,2.93349335300768e-05
1.1,45,near_field,1,5,-14.7473942648378,-2.93427454264055e-05
1.1,45,near_field,1,6,-0.00387683948718736,-7.71370942477656e-09
1.1,45,far_field_global,0,1,1921.86535251336,0.0382391660315788
1.1,45,far_field_global,0,2,1921.86535252653,0.0382391660318409
1.1,45,far_field_global,0,3,0,0
1.1,45,far_field_global,0,4,0,0
1.1,45,far_field_global,0,5,0,0
1.1,45,far_field_global,0,6,2.75742767387646e-07,5.486426741787e-13
1.1,90,near_field,1,1,-0.261113818847939,-5.19535599047463e-06
1.1,90,near_field,1,2,37957.9029836971,0.755244665036473
1.1,90,near_field,1,3,59342.5785741792,1.18073345350258
1.1,90,near_field,1,4,11.1000108162463,2.20855824264521e-05
1.1,90,near_field,1,5,0.00293113170908576,5.83204395342137e-09
1.1,90,near_field,1,6,-0.00101674468241303,-2.0230069016891e-09
1.1,90,far_field_global,0,1,-2.90546972179071e-07,-5.78098454951504e-12
1.1,90,far_field_global,0,2,2718.21765303314,0.054084109486843
1.1,90,far_field_global,0,3,0,0
1.1,90,far_field_global,0,4,0,0
1.1,90,far_field_global,0,5,0,0
1.1,90,far_field_global,0,6,-2.98904957993645e-06,-5.94728257181672e-12
1.2,0,near_field,1,1,71333.9006801861,1.4193236108984
1.2,0,near_field,1,2,-0.250099457110122,-4.97620431750574e-06
1.2,0,near_field,1,3,78183.4302301347,1.55560802715897
1.2,0,near_field,1,4,0.00247151964332003,4.917558343389e-09
1.2,0,near_field,1,5,-26.0229497669267,-5.17776073889665e-05
1.2,0,near_field,1,6,0.000830439084225023,1.65231648404839e-09
1.2,0,far_field_global,0,1,2380.86073107075,0.0473717519671283
1.2,0,far_field_global,0,2,2.53292992014133e-09,5.03974576761952e-14
1.2,0,far_field_global,0,3,0,0
1.2,0,far_field_global,0,4,0,0
1.2,0,far_field_global,0,5,0,0
1.2,0,far_field_global,0,6,-7.39142633664486e-07,-1.47066483366026e-12
1.2,45,near_field,1,1,50368.5430874547,1.00217795142156
1.2,45,near_field,1,2,50367.2453064104,1.00215212959967
1.2,45,near_field,1,3,78179.6669644075,1.55553314983066
1.2,45,near_field,1,4,27.2000066821956,5.41195859647666e-05
1.2,45,near_field,1,5,-27.2060922521534,-5.41316943635005e-05
1.2,45,near_field,1,6,-0.00600735155014025,-1.1952768337046e-08
1.2,45,far_field_global,0,1,1683.07960641817,0.0334880695101878
1.2,45,far_field_global,0,2,1683.07960633174,0.033488069508468
1.2,45,far_field_global,0,3,0,0
1.2,45,far_field_global,0,4,0,0
1.2,45,far_field_global,0,5,0,0
1.2,45,far_field_global,0,6,7.5417163519305e-07,1.50056789029157e-12
1.2,90,near_field,1,1,-0.137756633534783,-2.74093019825712e-06
1.2,90,near_field,1,2,71333.7013854642,1.41931964555091
1.2,90,near_field,1,3,78182.3450449599,1.5555864353362
1.2,90,near_field,1,4,26.0159085694938,5.17635975876375e-05
1.2,90,near_field,1,5,0.00302721954824864,6.02322898262021e-09
1.2,90,near_field,1,6,-0.00223359127143672,-4.44415460029269e-09
1.2,90,far_field_global,0,1,-2.2876854062123e-07,-4.55178516860035e-12
1.2,90,far_field_global,0,2,2380.86073063734,0.0473717519585048
1.2,90,far_field_global,0,3,0,0
1.2,90,far_field_global,0,4,0,0
1.2,90,far_field_global,0,5,0,0
1.2,90,far_field_global,0,6,-1.71443606523671e-06,-3.41119658894821e-12
1.3,0,near_field,1,1,166530.00274083,3.31343109740651
1.3,0,near_field,1,2,-0.511794892127048,-1.01831326677315e-05
1.3,0,near_field,1,3,133681.848315298,2.6598545972286
1.3,0,near_field,1,4,0.00671619053807514,1.33631383046325e-08
1.3,0,near_field,1,5,-71.232918031081,-0.000141731436905407
1.3,0,near_field,1,6,3.80431356093145e-05,7.56940530211433e-11
1.3,0,far_field_global,0,1,-12316.9037826689,-0.245068224017105
