mesh_level,mesh_level_index,omega_rad_s,topology_mode,component,panel_count,minimum_panel_area_m2,maximum_panel_area_m2,median_panel_area_m2,mean_sqrt_area_m,median_sqrt_area_m,minimum_edge_length_m,maximum_aspect_ratio,maximum_skewness_deg,minimum_corner_angle_deg,maximum_corner_angle_deg,maximum_warp_deg,poor_panel_count,poor_panel_fraction,finite_positive_geometry,duplicate_panel_count,component_gate_pass,component_gate_status,requested_near_radial_step_m,realized_near_radial_step_m,requested_outer_radial_step_max_m,realized_outer_radial_step_m,configured_outer_radial_layer_count,realized_outer_radial_layer_count,base_theta_count,final_wall_theta_count,requested_bottom_core_radial_layer_count,realized_bottom_core_radial_layer_count,bottom_core_structured_panel_count,transition_median_sqrt_area_m,manifold_status,orientation_status,waterline_status,self_intersection_status,runtime_provenance
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,bottom,3556,0.0415267181074218,662.266770592071,318.220517359752,12.6320820774126,17.8387364283391,0.204675907355603,7.73516831844286,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,12,12,868,12.6733720911361,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,farfield,1904,300.67173553503,388.789633867559,344.730684701294,18.5526589885329,18.5669244814884,10.1311152884218,3.81611776992685,1.53790988099574,88.4620901190043,91.5379098809957,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,12,12,868,12.6733720911361,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,0.6,QUALITY_CONTROLLED_V2,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.7328408338747,2,8,32,64,4,4,192,17.1152078912419,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,0.6,QUALITY_CONTROLLED_V2,free_surface,992,5.02967236261267,1501.89564760904,952.448830728421,27.0917442982032,30.861769727746,0.980171403034624,7.83863943114134,52.4770196823542,37.5229803176458,99.3290393445886,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.7328408338747,2,8,32,64,4,4,192,17.1152078912419,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,0.6,QUALITY_CONTROLLED_V2,bottom,928,0.195312500007431,1501.89564760904,576.622438471531,18.7864513879749,24.0129639668145,0.44194173825,7.83863943114134,52.4770196823542,37.5229803176458,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.7328408338747,2,8,32,64,4,4,192,17.1152078912419,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,0.6,QUALITY_CONTROLLED_V2,farfield,512,661.041211130504,835.970684693897,748.505947912199,27.3387591209643,27.3578836725403,16.5888328833003,3.08639610911754,2.60510139935108,87.3948986006489,92.6051013993511,1.4787793334711e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.7328408338747,2,8,32,64,4,4,192,17.1152078912419,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,0.6,QUALITY_CONTROLLED_V2,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,24.5862726670998,3,10,40,80,7,7,380,13.6003421915318,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,0.6,QUALITY_CONTROLLED_V2,free_surface,1520,3.05047206555219,975.26424920527,642.424763830819,21.8824046225282,25.346099578255,0.784590956591433,7.83410529416432,52.243596332833,37.756403667167,99.9871926359353,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,24.5862726670998,3,10,40,80,7,7,380,13.6003421915318,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,0.6,QUALITY_CONTROLLED_V2,bottom,1500,0.105841953572747,975.26424920527,313.328450445162,14.3293710977391,17.7010861374426,0.351789605565353,7.83410529416432,52.243596332833,37.756403667167,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,24.5862726670998,3,10,40,80,7,7,380,13.6003421915318,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,0.6,QUALITY_CONTROLLED_V2,farfield,880,382.820949406246,488.618112566834,435.719530986539,20.8584619142466,20.8738959225761,12.0646057333093,3.39552665504385,2.08412394827425,87.9158760517257,92.0841239482742,1.4787793334711e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,24.5862726670998,3,10,40,80,7,7,380,13.6003421915318,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,0.6,QUALITY_CONTROLLED_V2,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.5616233336427,4,14,56,112,12,12,868,9.63717544375502,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,0.6,QUALITY_CONTROLLED_V2,free_surface,2856,1.74944493785932,505.494502624078,332.839338230208,16.1007324989972,18.2438849544226,0.560704471902171,7.83016018824596,51.9804388404248,38.0195611595752,100.746591904438,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.5616233336427,4,14,56,112,12,12,868,9.63717544375502,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,0.6,QUALITY_CONTROLLED_V2,bottom,2940,0.0415267181074218,505.494502624078,125.65314124109,10.0513619708977,11.2095111954576,0.204675907355603,7.83016018824596,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.5616233336427,4,14,56,112,12,12,868,9.63717544375502,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,0.6,QUALITY_CONTROLLED_V2,farfield,1456,230.987353890711,295.943663333237,263.465508611973,16.2195904675602,16.2316206403419,10.2085125435694,2.86671455956448,1.48868658644884,88.5113134135512,91.4886865864488,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.5616233336427,4,14,56,112,12,12,868,9.63717544375502,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1,QUALITY_CONTROLLED_V2,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.8062045936108,2,3,32,64,4,4,192,8.69541233749188,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1,QUALITY_CONTROLLED_V2,free_surface,576,5.02967236261267,583.062484410637,304.909287302942,13.9888524695735,17.4616519064761,0.980171403034624,7.85735140322983,52.4770196823542,37.5229803176458,99.3290393445886,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.8062045936108,2,3,32,64,4,4,192,8.69541233749188,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1,QUALITY_CONTROLLED_V2,bottom,640,0.195312500007431,583.062484410637,32.8176350533985,8.61284460142639,5.43925372898138,0.44194173825,7.85735140322983,52.4770196823542,37.5229803176458,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.8062045936108,2,3,32,64,4,4,192,8.69541233749188,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1,QUALITY_CONTROLLED_V2,farfield,256,291.152204200107,349.008969554841,320.080586877474,17.880624065148,17.8887658975397,16.5483597880129,1.23867129879395,1.90848586411863,88.0915141358814,91.9084858641186,1.20741826972573e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,30.8062045936108,2,3,32,64,4,4,192,8.69541233749188,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1,QUALITY_CONTROLLED_V2,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,23.1046534452081,3,4,40,80,7,7,380,8.08048774719836,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1,QUALITY_CONTROLLED_V2,free_surface,880,3.05047206555219,364.567487215179,195.301810379944,11.3514886491573,13.9748108727543,0.784590956591433,7.36200603994554,52.243596332833,37.756403667167,99.9871926359353,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,23.1046534452081,3,4,40,80,7,7,380,8.08048774719836,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1,QUALITY_CONTROLLED_V2,bottom,1100,0.105841953572747,364.567487215179,8.68211280951251,6.46769888612673,2.94654251785249,0.351789605565353,7.36200603994554,52.243596332833,37.756403667167,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,23.1046534452081,3,4,40,80,7,7,380,8.08048774719836,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1,QUALITY_CONTROLLED_V2,farfield,480,153.619784911641,187.91708239411,170.768433652876,13.0601328529055,13.067180689035,11.3471729754995,1.48662049842222,1.52690784187661,88.4730921581234,91.5269078418766,1.4787793334711e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,23.1046534452081,3,4,40,80,7,7,380,8.08048774719836,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1,QUALITY_CONTROLLED_V2,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,15.4031022968054,4,6,56,112,12,12,868,5.73591146387698,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1,QUALITY_CONTROLLED_V2,free_surface,1624,1.74944493785932,180.595075522654,107.893760334087,8.49862098248273,10.387192129449,0.560704471902171,6.86774542925515,51.9804388404248,38.0195611595752,100.746591904438,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,15.4031022968054,4,6,56,112,12,12,868,5.73591146387698,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1,QUALITY_CONTROLLED_V2,bottom,2156,0.0415267181074218,180.595075522654,3.84877886711353,4.4971096056791,1.96183048888367,0.204675907355603,6.86774542925515,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,15.4031022968054,4,6,56,112,12,12,868,5.73591146387698,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1,QUALITY_CONTROLLED_V2,farfield,784,93.7810673826246,115.385842304761,104.583454843693,10.2205280536922,10.2266052453242,9.45876375682538,1.23900639344591,1.09072254683535,88.9092774531646,91.0907225468353,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,15.4031022968054,4,6,56,112,12,12,868,5.73591146387698,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.4,QUALITY_CONTROLLED_V2,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,23.5779332660128,2,2,32,64,4,4,192,6.06557911699734,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.4,QUALITY_CONTROLLED_V2,free_surface,480,5.02967236261267,254.678138636561,137.443650782901,8.79730926943058,11.7236364146497,0.980171403034624,6.01372708767208,52.4770196823542,37.5229803176458,99.3290393445885,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,23.5779332660128,2,2,32,64,4,4,192,6.06557911699734,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.4,QUALITY_CONTROLLED_V2,bottom,608,0.195312500007431,254.678138636561,13.2600453243062,5.37823864154742,3.64143451462555,0.44194173825,6.01372708767208,52.4770196823542,37.5229803176458,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,23.5779332660128,2,2,32,64,4,4,192,6.06557911699734,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.4,QUALITY_CONTROLLED_V2,farfield,256,140.585527863157,164.563268737237,152.574398300197,12.3467953389107,12.3510414823987,9.88554656450692,1.39800986952325,1.19918070879709,88.8008192912029,91.1991807087971,1.20741826972573e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,23.5779332660128,2,2,32,64,4,4,192,6.06557911699734,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.4,QUALITY_CONTROLLED_V2,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,15.7186221773419,3,3,40,80,7,7,380,4.13122954461938,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.4,QUALITY_CONTROLLED_V2,free_surface,760,3.05047206555219,145.806331256993,80.9849175221758,7.09101063257241,8.99916204555601,0.784590956591433,5.00854045197606,52.2435963328331,37.7564036671669,99.9871926359353,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,15.7186221773419,3,3,40,80,7,7,380,4.13122954461938,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.4,QUALITY_CONTROLLED_V2,bottom,980,0.105841953572747,145.806331256993,5.86629244102697,4.01290115610447,2.42204303038302,0.351789605565353,5.00854045197606,52.2435963328331,37.7564036671669,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,15.7186221773419,3,3,40,80,7,7,380,4.13122954461938,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.4,QUALITY_CONTROLLED_V2,farfield,400,89.4832026771441,105.855664618635,97.6694336478893,9.87843738209406,9.88278471119802,7.90958084156374,1.39780774123349,0.959458084113066,89.0405419158869,90.9594580841131,1.20741826972573e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,15.7186221773419,3,3,40,80,7,7,380,4.13122954461938,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.4,QUALITY_CONTROLLED_V2,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,11.7889666330064,4,4,56,112,12,12,868,2.93039595868074,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.4,QUALITY_CONTROLLED_V2,free_surface,1288,1.74944493785932,80.8616854760372,45.8914805740212,5.47442685760675,6.77432510099871,0.560704471902171,5.25631915891795,51.9804388404248,38.0195611595752,100.746591904438,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,11.7889666330064,4,4,56,112,12,12,868,2.93039595868074,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.4,QUALITY_CONTROLLED_V2,bottom,1932,0.0415267181074218,80.8616854760372,2.4492229154456,2.77514843482263,1.56499933400804,0.204675907355603,5.25631915891795,51.9804388404248,38.0195611595752,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,11.7889666330064,4,4,56,112,12,12,868,2.93039595868074,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.4,QUALITY_CONTROLLED_V2,farfield,672,53.0711041910893,63.2246555949762,58.1478798930327,7.62207844542052,7.62518505501692,5.65041192955567,1.63057040030697,0.685397802721809,89.3146021972782,90.6853978027218,1.20741826972573e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,11.7889666330064,4,4,56,112,12,12,868,2.93039595868074,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.5,QUALITY_CONTROLLED_V2,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,20.5389997264243,2,2,32,64,4,4,192,5.5166206200212,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.5,QUALITY_CONTROLLED_V2,free_surface,480,5.02967236261267,203.587629170665,111.282684269585,8.00107429984309,10.5490608240537,0.980171403034624,5.23862450601357,52.4770196823541,37.5229803176459,99.3290393445887,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,20.5389997264243,2,2,32,64,4,4,192,5.5166206200212,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.5,QUALITY_CONTROLLED_V2,bottom,608,0.195312500007431,203.587629170665,13.2600453243062,4.9537436428786,3.64143451462555,0.44194173825,5.23862450601357,52.4770196823541,37.5229803176459,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,20.5389997264243,2,2,32,64,4,4,192,5.5166206200212,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L1,1,1.5,QUALITY_CONTROLLED_V2,farfield,256,124.88142200964,145.306302854584,135.093862432112,11.6183684334228,11.6220658352393,8.99086615716774,1.50302938830753,1.06830082417584,88.9316991758242,91.0683008241758,1.4787793334711e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,20.5389997264243,2,2,32,64,4,4,192,5.5166206200212,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.5,QUALITY_CONTROLLED_V2,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,13.6926664842829,3,3,40,80,7,7,380,4.39019847187582,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.5,QUALITY_CONTROLLED_V2,free_surface,760,3.05047206555219,116.164497885172,65.6253601014748,6.44741072822302,8.10094809892489,0.784590956591433,4.36299525544962,52.2435963328331,37.7564036671669,99.9871926359353,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,13.6926664842829,3,3,40,80,7,7,380,4.39019847187582,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.5,QUALITY_CONTROLLED_V2,bottom,980,0.105841953572747,116.164497885172,5.86629244102697,3.6992965844248,2.42204303038302,0.351789605565353,4.36299525544962,52.2435963328331,37.7564036671669,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,13.6926664842829,3,3,40,80,7,7,380,4.39019847187582,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L2,2,1.5,QUALITY_CONTROLLED_V2,farfield,400,79.5048469137252,93.45112089034,86.4779839020325,9.29556839241014,9.29935395078779,7.19373301635395,1.50281207599354,0.854746421795113,89.1452535782049,90.8547464217951,1.4787793334711e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,13.6926664842829,3,3,40,80,7,7,380,4.39019847187582,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.5,QUALITY_CONTROLLED_V2,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,10.2694998632122,4,4,56,112,12,12,868,2.29092444656553,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.5,QUALITY_CONTROLLED_V2,free_surface,1288,1.74944493785932,64.3246208763283,37.213925167662,4.97677289782763,6.10032172657,0.560704471902171,4.57883804101849,51.9804388404249,38.0195611595751,100.746591904438,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,10.2694998632122,4,4,56,112,12,12,868,2.29092444656553,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.5,QUALITY_CONTROLLED_V2,bottom,1932,0.0415267181074218,64.3246208763283,2.4492229154456,2.55807298788763,1.56499933400804,0.204675907355603,4.57883804101849,51.9804388404249,38.0195611595751,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,10.2694998632122,4,4,56,112,12,12,868,2.29092444656553,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
MESH_L3,3,1.5,QUALITY_CONTROLLED_V2,farfield,672,47.1598752071078,55.8086785188092,51.4842768629585,7.1722962465658,7.17500134790519,5.13902767641589,1.75306003540699,0.610598937172611,89.3894010628274,90.6105989371726,1.20741826972573e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,10.2694998632122,4,4,56,112,12,12,868,2.29092444656553,PASS,PASS,PASS,PASS,PASS_CURRENT_WORKTREE
