mesh_level,mesh_level_index,omega_rad_s,topology_mode,component,panel_count,minimum_panel_area_m2,maximum_panel_area_m2,median_panel_area_m2,mean_sqrt_area_m,median_sqrt_area_m,minimum_edge_length_m,maximum_aspect_ratio,maximum_skewness_deg,minimum_corner_angle_deg,maximum_corner_angle_deg,maximum_warp_deg,poor_panel_count,poor_panel_fraction,finite_positive_geometry,duplicate_panel_count,component_gate_pass,component_gate_status,requested_near_radial_step_m,realized_near_radial_step_m,requested_outer_radial_step_max_m,realized_outer_radial_step_m,configured_outer_radial_layer_count,realized_outer_radial_layer_count,base_theta_count,final_wall_theta_count,top_connector_minimum_angle_deg,top_connector_maximum_aspect_ratio,bottom_connector_minimum_angle_deg,bottom_connector_maximum_aspect_ratio,transition_median_sqrt_area_m,manifold_status,orientation_status,waterline_status,self_intersection_status,actual_top_outer_radius_m,actual_bottom_outer_radius_m,combined_geometry_hash,production_source_hash,runtime_provenance,error_identifier,error_message
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,bottom,3276,0.0637755102065082,662.266770592071,330.950840389067,13.7068501988256,18.1920543201989,0.252538136142857,7.73516831844286,49.2101257925877,40.7898742074123,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,40.7898742074123,1.53011909811678,40.7898742074123,1.53011909811678,13.3598030932429,PASS,PASS,PASS,PASS,689.245807016818,524.434355262614,7aed377c4e67c672f9584c42e5536300aa2162f795343d193ea0953881e6c33a,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L3,3,0.5,QUALITY_CONTROLLED_V2,farfield,1904,300.67173553503,388.789633867559,344.730684701294,18.5526589885329,18.5669244814884,10.1311152884218,3.81611776992685,1.53790988099574,88.4620901190043,91.5379098809957,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,17.3485738688636,4,19,56,112,40.7898742074123,1.53011909811678,40.7898742074123,1.53011909811678,13.3598030932429,PASS,PASS,PASS,PASS,689.245807016818,524.434355262614,7aed377c4e67c672f9584c42e5536300aa2162f795343d193ea0953881e6c33a,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,body,192,0.739049755021611,0.942747006482709,0.814004168309055,0.899901370359355,0.902189145691737,0.698109849247914,1.40403606215522,29.2527305045578,66.5620538048336,119.252730504558,7.58291583832407,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,43.5608761922939,1.4493678442109,43.5608761922939,1.4493678442109,3.98456915512953,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,9821706b03ec742f396f0c80f3df9dbd1757a7b97498e0f0d74e8114bc8b98e2,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,free_surface,480,5.02967236261267,84.1381549230938,49.205025116761,5.66760039132676,7.01462936417606,0.980171403034624,3.82586146484281,46.4391238077061,43.5608761922939,95.6250000282519,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,43.5608761922939,1.4493678442109,43.5608761922939,1.4493678442109,3.98456915512953,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,9821706b03ec742f396f0c80f3df9dbd1757a7b97498e0f0d74e8114bc8b98e2,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,bottom,608,0.195312500007431,84.1381549230938,9.80090498376343,3.71396977616401,3.13063970839243,0.44194173825,3.82586146484281,46.4391238077061,43.5608761922939,135,0,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,43.5608761922939,1.4493678442109,43.5608761922939,1.4493678442109,3.98456915512953,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,9821706b03ec742f396f0c80f3df9dbd1757a7b97498e0f0d74e8114bc8b98e2,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L1,1,2,QUALITY_CONTROLLED_V2,farfield,192,111.76849968211,124.697143347677,118.232821514893,10.8707804754259,10.8734916891904,6.34538866524015,2.6957847399668,0.632942214117605,89.3670577858824,90.6329422141176,1.4787793334711e-06,0,0,1,0,1,PASS,3.74999999994608,3.74999999994608,31.3654849166758,11.5531873486224,2,2,32,64,43.5608761922939,1.4493678442109,43.5608761922939,1.4493678442109,3.98456915512953,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,9821706b03ec742f396f0c80f3df9dbd1757a7b97498e0f0d74e8114bc8b98e2,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,body,300,0.466784818516517,0.608129616389175,0.519585775432755,0.720984429031345,0.720822984811636,0.557360828109397,1.40768945026193,29.5094893500022,65.2486095720126,119.509489350002,6.49915624280425,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,43.853756051607,1.44226347378991,43.853756051607,1.44226347378991,3.44788835482572,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,608e0f3dd0ba483f9f8b9ec6fbd9e807bcbec08e886def956a5c7b5e51f6c3fc,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,free_surface,760,3.05047206555219,47.2978538252418,29.2706969004844,4.55147482183635,5.41024000396327,0.784590956591433,3.82364845645404,46.146243948393,43.853756051607,94.500000043753,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,43.853756051607,1.44226347378991,43.853756051607,1.44226347378991,3.44788835482572,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,608e0f3dd0ba483f9f8b9ec6fbd9e807bcbec08e886def956a5c7b5e51f6c3fc,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,bottom,980,0.125000000004756,47.2978538252418,6.16798456671876,2.98990961555136,2.48354274509596,0.3535533906,3.82364845645404,46.146243948393,43.853756051607,135,0,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,43.853756051607,1.44226347378991,43.853756051607,1.44226347378991,3.44788835482572,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,608e0f3dd0ba483f9f8b9ec6fbd9e807bcbec08e886def956a5c7b5e51f6c3fc,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L2,2,2,QUALITY_CONTROLLED_V2,farfield,320,66.5873648447805,75.3156528905404,70.9515088676604,8.42105641370777,8.42282919221383,5.07704498596559,2.52693278967363,0.506423285668944,89.4935767143311,90.5064232856689,1.20741826972573e-06,0,0,1,0,1,PASS,3.00000000001295,3.00000000001295,25.1069106471923,7.70212489908159,3,3,40,80,43.853756051607,1.44226347378991,43.853756051607,1.44226347378991,3.44788835482572,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,608e0f3dd0ba483f9f8b9ec6fbd9e807bcbec08e886def956a5c7b5e51f6c3fc,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,body,588,0.234131195130669,0.312429588071844,0.261403662059209,0.515651584165798,0.511276502549461,0.397414634867714,1.41088028264537,29.7422934746887,63.7439059459357,119.742293474689,5.01605271391314,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,44.1854688121755,1.43419029448269,44.1854688121755,1.43419029448269,2.37079537411251,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,89b2df0dff918113e0cd5743e5609c216d61fe3c788f82bf791845f48d5e8eb7,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,free_surface,1400,1.74944493785932,26.0119783227138,15.2562409137174,3.39964277229191,3.90592382333775,0.560704471902171,4.45867676429887,45.8145311878245,44.1854688121755,93.2142857766388,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,44.1854688121755,1.43419029448269,44.1854688121755,1.43419029448269,2.37079537411251,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,89b2df0dff918113e0cd5743e5609c216d61fe3c788f82bf791845f48d5e8eb7,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,bottom,1764,0.0637755102065082,26.0119783227138,3.84877886513622,2.20351184041821,1.96183048837972,0.252538136142857,4.45867676429887,45.8145311878245,44.1854688121755,135,0,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,44.1854688121755,1.43419029448269,44.1854688121755,1.43419029448269,2.37079537411251,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,89b2df0dff918113e0cd5743e5609c216d61fe3c788f82bf791845f48d5e8eb7,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
MESH_L3,3,2,QUALITY_CONTROLLED_V2,farfield,560,37.8891641593212,43.2100351456113,40.5495996524662,6.36614160152019,6.36785675502097,3.62691729564765,2.82980843595854,0.361774155618264,89.6382258443817,90.3617741556183,1.4787793334711e-06,0,0,1,0,1,PASS,2.49999999998807,2.49999999998807,17.942543124655,5.77659367431119,4,4,56,112,44.1854688121755,1.43419029448269,44.1854688121755,1.43419029448269,2.37079537411251,PASS,PASS,PASS,PASS,76.2127493944895,64.6595620458671,89b2df0dff918113e0cd5743e5609c216d61fe3c788f82bf791845f48d5e8eb7,dc537e707ff8038defb84fce0c2c8ac344e02244b5e0eefe8ac4701dfe7c2cb4,PASS_CURRENT_WORKTREE,,
